Issuer Name,Ticker,Series,Cpn,Maturity,Maturity Type,90D Volatility,Yld to Mty (Mid),Rev Growth,Amount Issued,Amt Out,CDS Recovery Rate,CDS Spread (5yr Mid),Earnings Assets / Interest Bearing Liabililties,S&P Init Rtg Dt,S&P Init Rtg,S&P Outlook,S&P Rating
National Australia Bank Ltd,NAB,EMTN,2.97631,12/10/2018,AT MATURITY,0.137248695,2.685681068,-1.75497395,22000000,22000000,0.4,#N/A N/A,117.5859526,12/9/2015,AA-,NEG,AA-
Deutsche Bank AG/London,DB,NOTz,2.4,9/15/2019,AT MATURITY,2.637101173,5.032664959,-4.903529627,3890000,3890000,0.4,135.4871,121.3998692,9/21/2016,BBB+,STABLE,BBB-
Swedbank AB,SWEDA,gMTN,0.009,1/15/2020,AT MATURITY,0.08438722,-0.160039535,5.514713014,29003000,29003000,0.400000006,#N/A N/A,170.0941801,1/13/2015,A+,STABLE,AA-
Societe Generale SA,SOCGEN,EMTN,5.67,3/29/2019,AT MATURITY,0.231826425,-0.053469488,-6.85524278,28228000,28228000,0.4,42.4156,137.085116,12/7/2011,A+ *-,STABLE,A
Citigroup Inc,C,MTN,3.11313,2/7/2019,AT MATURITY,0.059124995,3.701628112,6.772995412,5000000,5000000,0.4,49.6903,108.7645895,2/14/2014,A-,STABLE,BBB+
National Australia Bank Ltd,NAB,#N/A Field Not Applicable,5.6,1/17/2020,AT MATURITY,1.880566359,4.244891936,-1.75497395,4939486,4939486,0.4,#N/A N/A,117.5859526,1/18/2017,AA-,NEG,AA-
ADCB Finance Cayman Ltd,ADCBUH,gmtn,2.97313,11/6/2019,AT MATURITY,1.313262105,2.888079374,10.42591712,50000000,50000000,0.25,#N/A N/A,179.6670863,10/31/2017,A,#N/A N/A,A
Goldman Sachs Group Inc/The,GS,EMTN,4.13,11/25/2019,AT MATURITY,0.543094635,3.003272321,12.04391175,55225268,55225268,0.4,54.6934,94.06989897,11/13/2009,A,STABLE,BBB+
Deutsche Bank AG/London,DB,NOTZ,2.2,9/15/2018,AT MATURITY,0.317615122,5.08009368,-4.903529627,6264000,6264000,0.4,135.4871,121.3998692,10/13/2016,BBB+,STABLE,BBB-
Bank of America Corp,BAC,EMTN,5.06,11/15/2018,AT MATURITY,0.187788159,-0.051503664,7.04874976,11340000,11340000,0.400000006,47.692,131.712137,4/17/2003,A+,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,4.2,11/30/2019,AT MATURITY,1.600836396,3.743161016,0.852541838,14210490,14210490,0.4,#N/A N/A,113.8396329,11/28/2016,AA-,NEG,AA-
Deutsche Bank AG/London,DB,#N/A Field Not Applicable,2.5,2/13/2019,AT MATURITY,1.536278725,3.236739968,-4.903529627,2250000000,2249620000,0.4,135.4871,121.3998692,2/11/2014,A,STABLE,BBB-
ADCB Finance Cayman Ltd,ADCBUH,GMTN,0.68,7/24/2019,AT MATURITY,0.093552858,0.461290408,10.42591712,14730435,14730435,0.25,#N/A N/A,179.6670863,8/12/2014,A,#N/A N/A,A
National Australia Bank Ltd,NAB,GMTN,3.07063,2/17/2019,AT MATURITY,0.139773682,2.610622148,-1.75497395,50000000,50000000,0.4,#N/A N/A,117.5859526,2/24/2016,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,2.2,8/19/2019,AT MATURITY,1.678818107,3.33660679,2.40844333,65002500,65002500,0.4,58.8103,129.7739331,8/10/2015,BBB+,STABLE,A
Citigroup Inc,C,MTN,3.13888,10/30/2018,AT MATURITY,0.693534911,3.672275115,6.772995412,2000000,2000000,0.4,49.6903,108.7645895,10/21/2013,A-,STABLE,BBB+
Svenska Handelsbanken/New York NY,SHBASS,YCD,1.874,1/17/2019,AT MATURITY,0.167516917,2.806512653,2.644889551,40000000,40000000,0.4,#N/A N/A,148.4241427,1/12/2017,AA-,#N/A N/A,AA-
Citigroup Inc,C,MTN,2.53888,12/28/2018,AT MATURITY,0.826535821,2.671853294,6.772995412,5559000,5559000,0.4,49.6903,108.7645895,10/7/2013,A-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOTZ,4.65,12/15/2019,AT MATURITY,1.080190897,2.853539239,12.04391175,2325000,2325000,0.4,54.6934,94.06989897,12/1/2009,A,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTN,4.2,12/10/2019,AT MATURITY,0.4907583,2.484919995,-0.340163172,6451150,6451150,0.4,#N/A N/A,111.7792018,12/9/2009,AA,NEG,AA-
Commonwealth Bank of Australia,CBAAU,MTN,3.03919,4/15/2019,AT MATURITY,0.416486651,2.686212625,0.852541838,13000000,13000000,0.4,#N/A N/A,113.8396329,4/14/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTn,3.13438,3/29/2019,AT MATURITY,0.15598841,2.533067127,-1.75497395,200000000,200000000,0.4,#N/A N/A,117.5859526,3/24/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,REGS,2.60938,5/22/2019,AT MATURITY,0.145359799,2.463883489,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,5/19/2017,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.25,4/21/2019,AT MATURITY,1.472079992,3.567774271,0.852541838,15427800,15427800,0.4,#N/A N/A,113.8396329,4/21/2016,AA-,NEG,AA-
Macquarie Securities South Africa Ltd,MQGAU,114,7.817,12/10/2018,AT MATURITY,3.422340393,4.301024736,-11.87771701,35912456.8,35912456.8,0.4,#N/A N/A,95.89282895,12/13/2017,BBB,#N/A N/A,BBB
National Australia Bank Ltd,NAB,EMTN,3.64,7/10/2019,AT MATURITY,1.585551739,4.188889948,-1.75497395,32179600,32179600,0.4,#N/A N/A,117.5859526,7/8/2015,AA-,NEG,AA-
Bank of America Corp,BAC,NOTZ,4.65,8/15/2019,AT MATURITY,1.395431638,3.40101734,7.04874976,27064000,27064000,0.400000006,47.692,131.712137,8/10/2010,A,STABLE,A-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.06,12/23/2019,AT MATURITY,0.764493108,2.505786533,0.113869911,14145450,14145450,0.4,#N/A N/A,111.0764231,12/23/2010,AA,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,4.36,12/6/2019,AT MATURITY,1.818954587,4.236520973,-1.75497395,29089600,29089600,0.4,#N/A N/A,117.5859526,12/2/2016,AA-,NEG,AA-
Bank of America Corp,BAC,MTN,3.57938,8/22/2019,AT MATURITY,0.062315602,3.555405221,7.04874976,3321000,3321000,0.400000006,47.692,131.712137,8/10/2012,A-,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,3.3,12/10/2018,AT MATURITY,1.034332514,3.270292067,0.852541838,3734175,3734175,0.4,#N/A N/A,113.8396329,9/7/2016,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,3.5,9/20/2018,AT MATURITY,0.204587266,3.402153098,15.00171283,5693000,5693000,0.4,52.6797,114.2785657,9/10/2012,A-,STABLE,BBB+
JPMorgan Chase & Co,JPM,#N/A Field Not Applicable,2.25,1/23/2020,CALLABLE,0.783021271,3.007939956,7.975465939,3750000000,3750000000,0.4,40.0821,134.8625608,1/16/2015,A,STABLE,A-
Morgan Stanley,MS,GMTN,2.45,2/1/2019,AT MATURITY,0.847150505,2.433294363,15.00171283,2000000000,2000000000,0.4,52.6797,114.2785657,1/25/2016,BBB+,STABLE,BBB+
Morgan Stanley,MS,MTN,2.83888,10/30/2018,AT MATURITY,0.712779284,3.388758368,15.00171283,4000000,4000000,0.4,52.6797,114.2785657,10/22/2015,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.7,3/22/2019,AT MATURITY,0.552638412,3.758372744,0.852541838,46243500,46243500,0.4,#N/A N/A,113.8396329,3/21/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.1,5/24/2019,AT MATURITY,0.311423481,3.562839156,-0.340163172,30519400,30519400,0.4,#N/A N/A,111.7792018,5/13/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTn,3.13469,3/18/2019,AT MATURITY,0.138921425,2.556387654,-1.75497395,150000000,150000000,0.4,#N/A N/A,117.5859526,5/13/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,REGS,2.60938,5/14/2019,AT MATURITY,0.228469789,2.474326673,-1.75497395,200000000,200000000,0.4,#N/A N/A,117.5859526,5/18/2017,AA-,NEG,AA-
JPMorgan Chase & Co,JPM,#N/A Field Not Applicable,2.2,10/22/2019,AT MATURITY,0.817936957,2.869393003,7.975465939,2000000000,2000000000,0.4,40.0821,134.8625608,10/15/2014,A,STABLE,A-
Citicorp Lease Pass-Through Trust 1999-1,C,REGS,8.04,12/15/2019,AT MATURITY,0.857325912,3.397651628,6.772995412,307625000,228980000,0.4,49.6903,108.7645895,12/6/1999,AA-,#N/A N/A,BBB+
Citigroup Inc,C,EMTN,6.7,6/6/2019,AT MATURITY,0.361173898,3.180349711,6.772995412,14874300,14874300,0.4,49.6903,108.7645895,5/23/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,REGS,3.33,5/24/2019,AT MATURITY,0.590765536,2.910218797,0.852541838,20000000,20000000,0.4,#N/A N/A,113.8396329,5/18/2012,AA-,NEG,AA-
Wells Fargo & Co,WFC,MTN,2.83125,8/19/2019,AT MATURITY,0.761791408,3.811428885,3.785465511,6150000,6150000,0.4,47.0665,136.2449198,7/30/2012,A+,STABLE,A-
Morgan Stanley,MS,MTn,3.7,11/23/2019,AT MATURITY,0.22023271,3.582037596,15.00171283,6000000,6000000,0.4,52.6797,114.2785657,11/29/2011,A-,STABLE,BBB+
ICICI Bank Ltd/Dubai,ICICI,GMTN,3.12166,7/14/2019,AT MATURITY,0.629358292,2.843609656,-1.628353359,50036092,50036092,0.4,#N/A N/A,138.583986,7/14/2016,BBB-,#N/A N/A,BBB-
Commonwealth Bank of Australia,CBAAU,EMTN,12.74,1/10/2019,AT MATURITY,1.12762177,7.111106818,0.852541838,73767765.8,73767765.8,0.4,#N/A N/A,113.8396329,1/13/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,FXCD,4.4,3/13/2019,AT MATURITY,1.316330314,3.634071664,0.852541838,60081040,60081040,0.4,#N/A N/A,113.8396329,3/9/2018,AA-,NEG,AA-
Raiffeisen Bank International AG,RBIAV,PP3,1.277,12/21/2018,AT MATURITY,0.166133836,-0.151350584,14.0156457,66027990,66027990,0.4,#N/A N/A,166.2513703,6/16/2009,A,POS,BBB+
Wells Fargo & Co,WFC,N,2.15,1/30/2020,AT MATURITY,0.888933778,3.057411118,3.785465511,2000000000,2000000000,0.4,47.0665,136.2449198,1/27/2015,A+,STABLE,A-
Goldman Sachs Group Inc/The,GS,#N/A Field Not Applicable,2.3,12/13/2019,CALLABLE,0.873642623,2.98251946,12.04391175,2250000000,2250000000,0.4,54.6934,94.06989897,12/9/2016,BBB+,STABLE,BBB+
UniCredit SpA,UCGIM,EMTN,3,4/30/2019,AT MATURITY,1.285825133,0.33200346,-2.186447839,59882500,59882500,0.4,128.6053,190.482983,6/3/2004,AA-,STABLE,BBB
Goldman Sachs Group Inc/The,GS,NOTZ,2.25,11/15/2018,AT MATURITY,0.456924736,3.151446015,12.04391175,6436000,6436000,0.4,54.6934,94.06989897,10/22/2012,A-,STABLE,BBB+
Wells Fargo & Co,WFC,#N/A Field Not Applicable,2.15,1/15/2019,AT MATURITY,0.719444513,2.515865909,3.785465511,1500000000,1500000000,0.4,47.0665,136.2449198,10/22/2013,A+,STABLE,A-
ADCB Finance Cayman Ltd,ADCBUH,GMTN,3.85,8/23/2019,AT MATURITY,1.07478559,3.731209514,10.42591712,19561230,19561230,0.25,#N/A N/A,179.6670863,8/29/2016,A,#N/A N/A,A
Toronto-Dominion Bank/The,TD,MTN,1.9,10/24/2019,AT MATURITY,0.727148056,2.831122989,10.21195546,1700000000,1700000000,0.4,#N/A N/A,529.8579664,10/19/2017,AA-,STABLE,AA-
Wells Fargo & Co,WFC,MTN,2.83725,4/5/2019,AT MATURITY,0.293988645,3.015615055,3.785465511,2000000,2000000,0.4,47.0665,136.2449198,3/11/2016,A,STABLE,A-
Bank of America Corp,BAC,EMTN,5.405,12/24/2019,CALLABLE,0.515863776,3.280104178,7.04874976,20000000,20000000,0.400000006,47.692,131.712137,8/5/2010,A,STABLE,A-
National Australia Bank Ltd,NAB,EMTN,2.3,9/18/2019,AT MATURITY,0.441987753,2.3583,-1.75497395,10965765,10965765,0.4,#N/A N/A,117.5859526,9/16/2014,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.25,6/3/2019,AT MATURITY,0.317714244,3.577930239,-0.340163172,20594925,20594925,0.4,#N/A N/A,111.7792018,5/31/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2,11/28/2018,CALLABLE,0.768983483,1.590574061,0.852541838,71907453.46,71907453.46,0.4,#N/A N/A,113.8396329,5/25/2017,AA-,NEG,AA-
Citigroup Inc,C,MTN,2.99938,11/27/2018,AT MATURITY,0.690315545,2.858757153,6.772995412,6350000,6350000,0.4,49.6903,108.7645895,11/13/2013,A-,STABLE,BBB+
Deutsche Bank AG/London,DB,NOTZ,2.3,4/18/2019,AT MATURITY,1.671351075,4.725777637,-4.903529627,3961000,3961000,0.4,135.4871,121.3998692,4/12/2016,BBB+,STABLE,BBB-
Swedbank AB,SWEDA,EMTN,0.667,11/29/2019,AT MATURITY,0.095225997,-0.240012142,5.514713014,59512880,59512880,0.400000006,#N/A N/A,170.0941801,11/25/2016,AA-,STABLE,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.41,11/29/2019,AT MATURITY,1.601221204,3.743796188,0.852541838,10166310,10166310,0.4,#N/A N/A,113.8396329,11/28/2016,AA-,NEG,AA-
Wells Fargo & Co,WFC,MTN,2.83125,5/20/2019,AT MATURITY,0.304835826,2.891204414,3.785465511,3059000,3059000,0.4,47.0665,136.2449198,5/1/2012,A+,STABLE,A-
BBVA Global Markets BV,BBVASM,EMTN,6.96,10/18/2018,AT MATURITY,0.474839807,3.680967724,4.469372768,3442110,3442110,0.4,77.7674,162.364799,10/4/2016,BBB+,STABLE,A-
Citigroup Inc,C,GMTN,2.14,10/30/2019,AT MATURITY,0.512696803,2.952139073,6.772995412,21935270,21935270,0.4,49.6903,108.7645895,11/10/2015,A- *-,STABLE,BBB+
Swedbank AB,SWEDA,GMtn,1.75,2/20/2019,AT MATURITY,0.115468927,-0.16636132,5.514713014,13420100,13420100,0.400000006,#N/A N/A,170.0941801,12/22/2015,AA-,STABLE,AA-
BNP Paribas SA,BNP,EMTn,0.23,7/29/2019,AT MATURITY,0.179316327,-0.116171019,0.677117288,26821400,26821400,0.4,41.4199,165.3775959,7/25/2014,A+,POS,A
Westpac Banking Corp,WSTP,#N/A Field Not Applicable,3.09313,8/1/2019,AT MATURITY,0.127791643,2.695258687,-0.340163172,10000000,10000000,0.4,#N/A N/A,111.7792018,7/28/2011,AA,NEG,AA-
Toronto-Dominion Bank/The,TD,#N/A Field Not Applicable,2,1/31/2020,CALLABLE,1.142366886,3.524975646,10.21195546,3000000,3000000,0.4,#N/A N/A,529.8579664,1/12/2018,AA-,STABLE,AA-
Goldman Sachs Group Inc/The,GS,NOtZ,2.25,11/15/2018,AT MATURITY,2.138877392,2.899125915,12.04391175,3710000,3710000,0.4,54.6934,94.06989897,11/19/2012,A-,STABLE,BBB+
Svenska Handelsbanken AB,SHBASS,4,0.07183,9/4/2019,AT MATURITY,0.45312807,0.29267,2.644889551,98765472,98765472,0.4,#N/A N/A,148.4241427,8/28/2014,AA-,STABLE,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.72125,9/3/2019,AT MATURITY,0.799184918,3.034323712,0.852541838,10000000,10000000,0.4,#N/A N/A,113.8396329,9/2/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,EMTN,4.45,3/23/2019,AT MATURITY,1.28689146,4.045518127,-1.75497395,15377300,15377300,0.4,#N/A N/A,117.5859526,3/22/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,emtn,2.7925,5/15/2019,AT MATURITY,0.099746466,2.644850847,0.852541838,20000000,20000000,0.4,#N/A N/A,113.8396329,5/13/2014,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTz,4.5,6/15/2019,AT MATURITY,1.050989747,3.355087056,12.04391175,6879000,6879000,0.4,54.6934,94.06989897,6/5/2012,A-,STABLE,BBB+
Svenska Handelsbanken/New York NY,SHBASS,YCD,2.54563,12/14/2018,AT MATURITY,0.153178051,2.515311067,2.644889551,147000000,147000000,0.4,#N/A N/A,148.4241427,6/13/2017,AA-,#N/A N/A,AA-
Citigroup Inc,C,GMTn,0.347,5/29/2019,AT MATURITY,0.125567108,-0.078562852,6.772995412,40827000,40827000,0.4,49.6903,108.7645895,5/15/2014,A-,STABLE,BBB+
Morgan Stanley,MS,GMTN,3.15,10/18/2019,AT MATURITY,0.944288433,3.214584708,15.00171283,4050000,4050000,0.4,52.6797,114.2785657,10/9/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,0,4/26/2019,CALLABLE,0.253076255,2.987617798,0.852541838,30000000,30000000,0.4,#N/A N/A,113.8396329,6/17/2004,AA-,NEG,AA-
Swedbank AB,SWEDA,EMTN,0.75,10/1/2018,AT MATURITY,0.052682187,-0.191932696,5.514713014,33667500,33667500,0.400000006,#N/A N/A,170.0941801,7/21/2014,A+,STABLE,AA-
Deutsche Bank AG/London,DB,EMTn,8.4,2/14/2019,AT MATURITY,0.399542332,8.253800324,-4.903529627,26251580.88,26251580.88,0.4,135.4871,121.3998692,2/12/2016,BBB+,STABLE,BBB-
Commonwealth Bank of Australia,CBAAU,EMTN,4.53,3/29/2019,AT MATURITY,1.374493599,3.525837863,0.852541838,9992320,9992320,0.4,#N/A N/A,113.8396329,3/29/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.7,4/1/2019,AT MATURITY,1.380207181,3.531379065,0.852541838,10033010,10033010,0.4,#N/A N/A,113.8396329,4/4/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,1.89,8/21/2019,AT MATURITY,0.333124518,3.047105785,-0.340163172,18600000,18600000,0.4,#N/A N/A,111.7792018,8/7/2014,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,3.12088,3/8/2019,AT MATURITY,0.089801192,2.632712464,0.852541838,50000000,50000000,0.4,#N/A N/A,113.8396329,3/4/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,2.90125,11/20/2018,AT MATURITY,0.090531781,2.599233552,-0.340163172,50000000,50000000,0.4,#N/A N/A,111.7792018,11/18/2015,AA-,NEG,AA-
Wells Fargo & Co,WFC,25,2.82088,3/8/2019,AT MATURITY,0.260635257,2.898063316,3.785465511,5000000,5000000,0.4,47.0665,136.2449198,3/3/2016,A,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,4.85,3/11/2019,AT MATURITY,0.670383036,3.799809144,0.852541838,15437100,15437100,0.4,#N/A N/A,113.8396329,3/10/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,3.13188,3/22/2019,AT MATURITY,0.105223551,2.592332904,-0.340163172,50000000,50000000,0.4,#N/A N/A,111.7792018,3/17/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,EMTN,4.63,3/22/2019,AT MATURITY,1.285169721,4.044306693,-1.75497395,10019425,10019425,0.4,#N/A N/A,117.5859526,3/20/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,3.11025,3/21/2019,AT MATURITY,0.090673395,2.6846485,0.852541838,12000000,12000000,0.4,#N/A N/A,113.8396329,3/17/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.8,3/29/2019,AT MATURITY,0.2679573,3.470140555,-0.340163172,20753280,20753280,0.4,#N/A N/A,111.7792018,3/22/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,3.13438,3/29/2019,AT MATURITY,0.149537385,2.632669862,-1.75497395,20000000,20000000,0.4,#N/A N/A,117.5859526,3/23/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,3.39,9/25/2018,AT MATURITY,0.457909793,2.879094367,-0.340163172,156459600,156459600,0.4,#N/A N/A,111.7792018,10/10/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,2.55938,8/29/2019,AT MATURITY,0.106281228,2.608661399,-1.75497395,20000000,20000000,0.4,#N/A N/A,117.5859526,8/24/2017,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,nOtz,2.25,9/15/2019,AT MATURITY,0.735130191,3.133196315,12.04391175,1531000,1531000,0.4,54.6934,94.06989897,9/15/2014,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.33,4/13/2019,AT MATURITY,1.410446644,3.555464791,0.852541838,6944670,6944670,0.4,#N/A N/A,113.8396329,4/13/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,3.13263,4/18/2019,AT MATURITY,0.113748878,2.58288301,-0.340163172,50000000,50000000,0.4,#N/A N/A,111.7792018,4/14/2016,AA-,NEG,AA-
Macquarie Securities South Africa Ltd,MQGAU,111,7.85,11/9/2018,AT MATURITY,4.639131546,8.159629781,-11.87771701,13007252.5,13007252.5,0.4,#N/A N/A,95.89282895,11/14/2017,BBB,#N/A N/A,BBB
Morgan Stanley,MS,GMTN,3.13,5/23/2019,AT MATURITY,1.132629395,2.831196672,15.00171283,790000,790000,0.4,52.6797,114.2785657,5/13/2013,A-,STABLE,BBB+
Citigroup Inc,C,MTN,2.57594,6/19/2019,AT MATURITY,0.24295482,3.513316976,6.772995412,2000000,2000000,0.4,49.6903,108.7645895,6/6/2014,A-,STABLE,BBB+
Citigroup Inc,C,MTn,2.82594,6/19/2019,AT MATURITY,0.201289028,2.804554279,6.772995412,2000000,2000000,0.4,49.6903,108.7645895,6/6/2014,A-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOT,4.5,8/15/2019,AT MATURITY,0.774525046,2.860297468,12.04391175,7504000,7504000,0.4,54.6934,94.06989897,8/10/2010,A,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,EMTN,7.23,6/6/2019,AT MATURITY,0.334749281,2.943393747,12.04391175,9916200,9916200,0.4,54.6934,94.06989897,5/23/2012,A-,STABLE,BBB+
Citicorp Lease Pass-Through Trust 1999-1,C,AI,8.04,12/15/2019,AT MATURITY,0.857325912,3.397651628,6.772995412,307625000,228980000,0.4,49.6903,108.7645895,5/12/2009,A,#N/A N/A,BBB+
Deutsche Bank AG/London,DB,NOTZ,2.4,9/15/2019,AT MATURITY,2.292108059,4.988443973,-4.903529627,3996000,3996000,0.4,135.4871,121.3998692,10/13/2016,BBB+,STABLE,BBB-
Westpac Banking Corp,WSTP,EMTN,3.8,7/29/2019,AT MATURITY,0.348109692,3.636592724,-0.340163172,20984460,20984460,0.4,#N/A N/A,111.7792018,7/21/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.25,11/21/2019,AT MATURITY,1.592379808,3.740237226,0.852541838,18861310,18861310,0.4,#N/A N/A,113.8396329,11/17/2016,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,4.46,4/12/2019,AT MATURITY,0.27869755,3.524139257,-0.340163172,58320392,58320392,0.4,#N/A N/A,111.7792018,4/11/2016,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,4.25,3/15/2019,AT MATURITY,0.855856419,3.02071573,12.04391175,12521000,12521000,0.4,54.6934,94.06989897,3/15/2011,A,STABLE,BBB+
Swedbank AB,SWEDA,GMTN,0.669,12/9/2019,AT MATURITY,0.096846387,-0.23374677,5.514713014,52700000,52700000,0.400000006,#N/A N/A,170.0941801,12/7/2016,AA-,STABLE,AA-
Westpac Banking Corp,WSTP,EMTN,5.4,1/25/2019,AT MATURITY,0.355947644,3.624936197,-0.340163172,30401600,30401600,0.4,#N/A N/A,111.7792018,1/20/2016,AA-,NEG,AA-
Bear Stearns Cos LLC/The,JPM,MTNB,1,7/1/2019,AT MATURITY,0.774490654,3.02451538,7.975465939,18000000,18000000,0.4,40.0821,134.8625608,8/26/2004,A,STABLE,A-
Bank of America Corp,BAC,mtnk,5.45,1/5/2020,AT MATURITY,1.352478385,3.238838915,7.04874976,32000000,32000000,0.400000006,47.692,131.712137,8/31/2004,A+,STABLE,A-
National Australia Bank Ltd,NAB,EMTN,1.83,1/21/2019,AT MATURITY,0.227011293,2.137975673,-1.75497395,16129260,16129260,0.4,#N/A N/A,117.5859526,1/19/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.92,4/2/2019,AT MATURITY,1.384918094,3.53401356,0.852541838,16128800,16128800,0.4,#N/A N/A,113.8396329,3/31/2015,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,2.25,2/15/2019,AT MATURITY,2.3339324,3.708275287,12.04391175,4807000,4807000,0.4,54.6934,94.06989897,2/4/2013,A-,STABLE,BBB+
Banco Santander SA,SANTAN,EMTN,2.3,8/8/2019,CALLABLE,1.338306665,2.800627211,2.40844333,6744000,6744000,0.4,58.8103,129.7739331,7/28/2014,BBB+,STABLE,A
Commonwealth Bank of Australia,CBAAU,EMTN,5.08,3/4/2019,AT MATURITY,1.325028658,3.481711335,0.852541838,9986340,9986340,0.4,#N/A N/A,113.8396329,3/1/2016,AA-,NEG,AA-
Morgan Stanley,MS,MTN,3.05,11/23/2019,AT MATURITY,0.901337624,3.262192052,15.00171283,1949000,1949000,0.4,52.6797,114.2785657,11/14/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,2.01,3/11/2019,AT MATURITY,0.251262635,2.224088295,0.852541838,12888600,12888600,0.4,#N/A N/A,113.8396329,3/9/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,4,5/24/2019,AT MATURITY,1.470595002,4.138241894,-1.75497395,13733730,13733730,0.4,#N/A N/A,117.5859526,5/26/2016,AA-,NEG,AA-
Citigroup Inc,C,#N/A Field Not Applicable,2.45,9/16/2018,AT MATURITY,0.088405915,2.869319961,6.772995412,1000000,1000000,0.4,49.6903,108.7645895,9/19/2013,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.95,3/16/2019,AT MATURITY,1.355887055,3.504661323,0.852541838,9966255,9966255,0.4,#N/A N/A,113.8396329,3/15/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.85,3/18/2019,AT MATURITY,1.443357944,3.510093898,0.852541838,15452100,15452100,0.4,#N/A N/A,113.8396329,3/17/2016,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,2.5,12/15/2019,AT MATURITY,1.263899803,2.926679952,12.04391175,5724000,5724000,0.4,54.6934,94.06989897,12/17/2012,A-,STABLE,BBB+
BNP Paribas SA,BNP,EMTN,4.165,9/17/2019,AT MATURITY,0.4361597,2.743969935,0.677117288,11737700,11737700,0.4,41.4199,165.3775959,9/4/2014,A+,POS,A
Goldman Sachs Group Inc/The,GS,NOTZ,4.8,11/15/2019,AT MATURITY,2.18239212,2.755190447,12.04391175,2912000,2912000,0.4,54.6934,94.06989897,11/3/2009,A,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOTZ,4.65,11/15/2019,AT MATURITY,0.832722723,2.663285097,12.04391175,4144000,4144000,0.4,54.6934,94.06989897,11/17/2009,A,STABLE,BBB+
